Zip,Age,Workclass,fnlwgt,Education,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country,Target
38489,59,Self-emp-not-inc,357943,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
15100,22,Private,215395,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,1602,10,United-States,<=50K
13344,50,Local-gov,30682,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
16678,24,Federal-gov,29591,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Other,Female,0,0,40,United-States,<=50K
70187,36,Private,215392,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
44103,31,Private,110554,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,4386,0,40,United-States,>50K
49113,42,Self-emp-not-inc,133584,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,El-Salvador,<=50K
73343,38,Private,210438,7th-8th,4,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
75318,52,Private,256916,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
34250,46,Private,73541,10th,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
42891,23,Private,109952,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
94916,54,Private,197975,5th-6th,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,51,United-States,<=50K
70080,27,Private,401723,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
82551,42,Private,179524,Bachelors,13,Separated,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K
55471,33,State-gov,296282,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
37826,19,Private,145844,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
37112,59,Private,191965,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,3908,0,28,United-States,<=50K
36888,54,Private,96792,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,32,United-States,<=50K
44985,48,Private,185041,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1672,55,United-States,<=50K
24824,19,,233779,Some-college,10,Never-married,,Own-child,White,Male,0,0,60,United-States,<=50K
76077,45,Private,347834,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
93013,36,Private,215373,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,<=50K
94706,35,Self-emp-not-inc,169426,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
52258,47,Private,202856,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,36,United-States,<=50K
82850,33,Private,50276,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
89615,48,Self-emp-not-inc,187454,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
42641,42,Private,126098,HS-grad,9,Separated,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,<=50K
11672,19,Private,250639,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,24,United-States,<=50K
32390,64,Self-emp-inc,195366,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
1656,51,Self-emp-not-inc,186845,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,8,United-States,<=50K
74535,20,Federal-gov,119156,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,0,0,20,United-States,<=50K
82577,28,Private,162343,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,Puerto-Rico,<=50K
36837,52,Private,108435,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,Greece,>50K
32856,29,Self-emp-not-inc,394927,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
19099,51,Private,172281,Bachelors,13,Separated,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
16826,36,Private,370767,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2377,60,United-States,<=50K
24021,43,Private,352005,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,45,United-States,>50K
8189,52,Private,165681,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
76432,50,Private,258819,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,>50K
47995,25,Private,130793,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
89385,36,Private,118909,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,Jamaica,<=50K
99161,44,Private,202466,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,60,United-States,<=50K
91644,47,Private,161558,10th,6,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male,0,0,45,United-States,<=50K
8699,32,Private,188246,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
4153,37,Private,160120,Masters,14,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,0,0,40,South,<=50K
79574,40,Private,144594,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,2829,0,40,United-States,<=50K
97646,34,Self-emp-not-inc,123429,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
397,35,Self-emp-inc,340110,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
28637,26,Private,523067,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,3,El-Salvador,<=50K
29689,49,Self-emp-not-inc,113513,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
14273,63,,186809,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,30,United-States,>50K
93654,46,Self-emp-not-inc,320421,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,25,United-States,<=50K
38670,31,Local-gov,295589,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,<=50K
78768,22,Private,370548,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K
49879,20,Private,120572,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,12,United-States,<=50K
59229,52,Private,110977,Doctorate,16,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K
5401,26,Private,55860,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
86298,34,Private,158800,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
17784,31,Private,131568,9th,5,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
61050,46,Private,173613,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,30,United-States,<=50K
91243,22,Private,216867,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
25470,38,Private,104089,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
65671,35,Private,208106,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Ecuador,<=50K
4693,27,State-gov,340269,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
8174,27,Private,236246,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
73766,46,Private,213408,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,Cuba,<=50K
11487,40,,84232,HS-grad,9,Never-married,,Not-in-family,White,Female,0,0,4,United-States,<=50K
18327,19,Private,302945,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,10,Thailand,<=50K
26763,69,,28197,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,60,United-States,>50K
95752,20,Private,262749,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K
6490,34,Federal-gov,198265,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,<=50K
38020,49,Private,170871,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
88540,27,Private,177761,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Other,Male,0,0,50,United-States,<=50K
33745,59,Private,175689,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,14,Cuba,>50K
49402,45,Private,205100,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,>50K
42513,21,Private,77759,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
80093,51,State-gov,77905,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
19940,64,,193575,11th,7,Never-married,,Unmarried,White,Male,0,0,40,United-States,<=50K
60457,41,State-gov,116520,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
2493,18,,85154,12th,8,Never-married,,Own-child,Asian-Pac-Islander,Female,0,0,24,Germany,<=50K
58532,49,Private,180532,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
77609,51,Private,508891,HS-grad,9,Divorced,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K
11377,20,Private,211345,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,20,United-States,<=50K
57771,69,Self-emp-not-inc,170877,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,<=50K
40494,18,,97318,HS-grad,9,Never-married,,Own-child,White,Female,0,0,35,United-States,<=50K
33598,43,Private,184105,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K
74175,50,Private,150941,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,44,United-States,<=50K
63956,32,Private,303942,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
39494,27,Local-gov,273929,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
84012,38,Private,197077,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
65233,62,Private,162825,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
79976,46,Private,159869,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,44,United-States,<=50K
88139,19,Private,158343,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,,<=50K
94771,17,,406920,10th,6,Never-married,,Own-child,White,Male,0,0,40,United-States,<=50K
94215,21,Private,227986,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
69452,36,Private,137527,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,<=50K
55145,36,Private,180150,12th,8,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
10529,23,Private,239539,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
31150,58,Private,281792,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
79935,40,Private,224799,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
58716,64,Private,292639,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,10566,0,35,United-States,<=50K
17517,66,Private,22313,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
17523,42,Private,194636,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
61964,55,Private,156089,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
81353,53,Private,193720,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,>50K
93714,25,Private,218667,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
68028,39,Private,358837,Some-college,10,Never-married,Tech-support,Unmarried,Black,Female,0,0,40,United-States,<=50K
54099,20,Private,174685,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
97156,32,Private,168854,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,54,United-States,<=50K
29039,28,Private,133696,Bachelors,13,Never-married,Sales,Unmarried,White,Male,0,0,65,United-States,<=50K
1814,23,Federal-gov,350680,Assoc-acdm,12,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,Poland,<=50K
33944,18,Private,115215,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K
92036,43,Self-emp-not-inc,152958,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,>50K
74481,29,Private,217200,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
76561,32,Private,235124,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,46,Dominican-Republic,<=50K
7327,31,Local-gov,144949,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
26446,60,Private,135470,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
96617,42,Private,281209,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
44617,46,Private,155489,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
23434,38,Private,290306,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
84940,18,Private,182042,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,19,United-States,<=50K
48442,31,Private,210008,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
78703,54,Private,234938,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,4064,0,55,United-States,<=50K
41811,46,Private,315423,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,2042,50,United-States,<=50K
31681,27,Self-emp-not-inc,30244,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,80,United-States,<=50K
66176,50,Local-gov,30008,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
52207,38,Self-emp-not-inc,201328,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,56,United-States,<=50K
92608,36,State-gov,96468,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
42978,25,Private,486332,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,40,Mexico,<=50K
62713,19,Private,46162,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,25,United-States,<=50K
25100,60,Local-gov,98350,Some-college,10,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,60,Philippines,<=50K
43257,45,Local-gov,175958,9th,5,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
69867,21,Private,119309,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,1602,16,United-States,<=50K
62283,42,Private,175935,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,1980,46,United-States,<=50K
28341,38,Private,204527,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
58875,22,,57827,Some-college,10,Never-married,,Own-child,White,Male,0,0,40,United-States,<=50K
76211,19,Private,418176,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,32,United-States,<=50K
30582,23,Private,262744,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
45167,24,Private,177287,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,30,United-States,<=50K
90739,30,Private,255004,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Male,0,0,52,United-States,<=50K
54713,62,Private,183735,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
96260,26,Self-emp-not-inc,318644,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K
75282,42,Federal-gov,132125,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,52,United-States,>50K
30969,33,Private,206051,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
11991,54,Self-emp-inc,99185,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,,>50K
54181,35,Private,225750,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,32,United-States,<=50K
4175,33,Private,245777,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
49009,45,Private,169092,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,55,United-States,<=50K
36355,62,Private,211035,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,>50K
25589,24,Private,285432,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
33796,50,Local-gov,154779,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
16646,54,Private,37237,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
98123,58,Private,417419,7th-8th,4,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
94095,39,Self-emp-inc,33975,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
76451,32,Private,42485,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
39718,27,Private,170017,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
59884,27,Private,152683,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,3908,0,35,United-States,<=50K
30470,20,Private,41721,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,60,United-States,<=50K
